name,city,cuisine,rating,price_range,coordinates,phone,url,address,opening_hours
Prince Deli Market,new-york,"['Sandwich', 'Cafe', 'Healthy']","{'@type': 'AggregateRating', 'ratingValue': 4.8, 'reviewCount': '31'}",$,"{'@type': 'GeoCoordinates', 'latitude': 40.730655, 'longitude': -73.990067}",+12122289600,https://www.ubereats.com/new-york/food-delivery/prince-deli-market/0dzhlOY7TgqQnz8MzqbiCA,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10003', 'addressCountry': 'US', 'streetAddress': '59 4th Ave'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '6:0', 'closes': '18:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '6:0', 'closes': '5:59'}]"
Kent's Dumpling house ,new-york,"['Chinese: Noodles &amp; Dumplings', 'Asian Fusion', 'Japanese']",{},$,"{'@type': 'GeoCoordinates', 'latitude': 40.73275089999999, 'longitude': -73.9863838}",+12125291329,https://www.ubereats.com/new-york/food-delivery/kents-dumpling-house/CqjfLnwZQBenDsR7Ef7fVg,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10003', 'addressCountry': 'US', 'streetAddress': '220 E 14th St'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '10:30', 'closes': '23:0'}]"
Starbucks® (Chambers and West Broadway),new-york,"['Cafe', 'Coffee &amp; Tea', 'Breakfast and Brunch', 'Bakery']","{'@type': 'AggregateRating', 'ratingValue': 4.8, 'reviewCount': '53'}",$,"{'@type': 'GeoCoordinates', 'latitude': 40.7155448, 'longitude': -74.00887329999999}",+12127916368,https://www.ubereats.com/new-york/food-delivery/starbucks-chambers-and-west-broadway/Z66-u4kKS_qXZuR2dSiTvA,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10007', 'addressCountry': 'US', 'streetAddress': '125 Chambers Street'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '6:0', 'closes': '20:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '5:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '6:0', 'closes': '21:0'}]"
Bagel Buffet,new-york,"['Breakfast and Brunch', 'Salads', 'Sandwich']",{},$,"{'@type': 'GeoCoordinates', 'latitude': 40.7369126, 'longitude': -73.99689029999999}",+12129248911,https://www.ubereats.com/new-york/food-delivery/bagel-buffet/erc3Tcp8RmaMICZxlOKefA,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10011', 'addressCountry': 'US', 'streetAddress': '510 6th Ave'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '7:0', 'closes': '16:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '6:0', 'closes': '19:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '6:0', 'closes': '18:0'}]"
Dining out,new-york,"['American', 'Sandwich', 'Burgers', 'Salads']",{},,"{'@type': 'GeoCoordinates', 'latitude': 40.71429260000001, 'longitude': -73.9817288}",+13476625511,https://www.ubereats.com/new-york/food-delivery/dining-out/ZtXGbJjaTGeRGfNdf2teNQ,,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '5:0', 'closes': '17:0'}]"
Lean Harvest Kitchen ,new-york,"['Healthy', 'Vegetarian', 'Salads']","{'@type': 'AggregateRating', 'ratingValue': 4.6, 'reviewCount': '149'}",$,"{'@type': 'GeoCoordinates', 'latitude': 40.7418869, 'longitude': -74.00129849999999}",+19172617947,https://www.ubereats.com/new-york/food-delivery/lean-harvest-kitchen/rz3izVVNSjK1WkLjkTQNzA,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10011', 'addressCountry': 'US', 'streetAddress': '143 8th Ave'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '10:30', 'closes': '22:0'}]"
BOXERS (Washington Heights),new-york,"['American', 'Burgers', 'Sandwiches']",{},$,"{'@type': 'GeoCoordinates', 'latitude': 40.83528310000001, 'longitude': -73.9435824}",+12129511518,https://www.ubereats.com/new-york/food-delivery/boxers-washington-heights/Y2B8FCUqRwuFGx6HLAw_6A,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10032', 'addressCountry': 'US', 'streetAddress': '3820 Broadway'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '13:0', 'closes': '2:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '16:0', 'closes': '2:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Friday', 'opens': '16:0', 'closes': '4:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '13:0', 'closes': '4:0'}]"
Osteria 57,new-york,"['Vegetarian Friendly', 'Seafood', 'Allergy Friendly']","{'@type': 'AggregateRating', 'ratingValue': 4.6, 'reviewCount': '36'}",$$$,"{'@type': 'GeoCoordinates', 'latitude': 40.7346811, 'longitude': -73.9978553}",+12127770057,https://www.ubereats.com/new-york/food-delivery/osteria-57/Evd5jkLZQCGPuEVYWnLBFA,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10011', 'addressCountry': 'US', 'streetAddress': '57 W 10th St'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '16:0', 'closes': '22:0'}]"
Bar Nine - Midtown West,new-york,"['Bar Food', 'Burgers', 'SnackAppretizer']","{'@type': 'AggregateRating', 'ratingValue': 3.9, 'reviewCount': '15'}",$$,"{'@type': 'GeoCoordinates', 'latitude': 40.765787, 'longitude': -73.98768}",+12123999336,https://www.ubereats.com/new-york/food-delivery/bar-nine-midtown-west/ICe5nuilSq-GB3j8uMqDCA,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10019', 'addressCountry': 'US', 'streetAddress': '807 9th Ave'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '15:0', 'closes': '1:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '15:0', 'closes': '1:0'}]"
Juice Generation - Columbus Circle,new-york,"['Juice and Smoothies', 'Healthy', 'Gluten Free Friendly', 'Vegan']","{'@type': 'AggregateRating', 'ratingValue': 4.9, 'reviewCount': '249'}",$,"{'@type': 'GeoCoordinates', 'latitude': 40.7671423, 'longitude': -73.9827924}",+12125311110,https://www.ubereats.com/new-york/food-delivery/juice-generation-columbus-circle/Qe69Nu5gQrKoHGFYkYn6qA,"{'@type': 'PostalAddress', 'addressLocality': 'New York City', 'addressRegion': 'NY', 'postalCode': '10019', 'addressCountry': 'US', 'streetAddress': '979 8th Ave'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '8:0', 'closes': '20:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '7:0', 'closes': '20:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '8:0', 'closes': '20:0'}]"
Cajun Chicken Kitchen,new-york,"['Juice and Smoothies', 'Breakfast and Brunch', 'Vegetarian']",{},$,"{'@type': 'GeoCoordinates', 'latitude': 40.7159783, 'longitude': -74.0096945}",+12126190802,https://www.ubereats.com/new-york/food-delivery/cajun-chicken-kitchen/UJoqx0_9Ttm2yMT26gphUA,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10007', 'addressCountry': 'US', 'streetAddress': '147 Chambers Street'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '11:0', 'closes': '23:0'}]"
大龙燚 Da Long Yi,new-york,"['Chinese', 'Asian', 'Chicken']","{'@type': 'AggregateRating', 'ratingValue': 4.6, 'reviewCount': '24'}",$,"{'@type': 'GeoCoordinates', 'latitude': 40.7166083, 'longitude': -73.9967126}",+19178895539,https://www.ubereats.com/new-york/food-delivery/%E5%A4%A7%E9%BE%99%E7%87%9A-da-long-yi/zdtuw40tSHuIY8I287wntg,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10013', 'addressCountry': 'US', 'streetAddress': '159 Canal St 2/FL'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '12:0', 'closes': '19:30'}]"
Mara Modern Sushi - NYC,new-york,"['Seafood', 'American', 'Southern', 'Japanese', 'Seafood', 'Korean']",{},$,"{'@type': 'GeoCoordinates', 'latitude': 40.7357336, 'longitude': -73.9942513}",+16466785799,https://www.ubereats.com/new-york/food-delivery/mara-modern-sushi-nyc/Hyg014vuT5GcQyZjZuecww,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10011', 'addressCountry': 'US', 'streetAddress': '74 5th Avenue'}",[]
IL Mattone LES,new-york,"['Pizza', 'American', 'Italian', 'Pasta']",{},$,"{'@type': 'GeoCoordinates', 'latitude': 40.7229675, 'longitude': -73.98969009999999}",+16463706883,https://www.ubereats.com/new-york/food-delivery/il-mattone-les/jyEXu1f_TJ2sDYxcukzQag,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10002', 'addressCountry': 'US', 'streetAddress': '147 E Houston St'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '11:0', 'closes': '22:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '11:0', 'closes': '22:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '11:0', 'closes': '23:0'}]"
Perisco vegano,new-york,"['Vegetarian / Vegan', 'Salads', 'Sandwich']",{},,"{'@type': 'GeoCoordinates', 'latitude': 40.7139417, 'longitude': -73.988818}",+16463013502,https://www.ubereats.com/new-york/food-delivery/perisco-vegano/yDEq5UCiTjKdsJYjrqwo6w,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10002', 'addressCountry': 'US', 'streetAddress': '189 E Broadway'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '10:0', 'closes': '22:0'}]"
Naya SoHo ,new-york,"['Mediterranean', 'Lebanese', 'Middle Eastern']",{},$,"{'@type': 'GeoCoordinates', 'latitude': 40.7261367, 'longitude': -74.00499409999999}",+19292263418,https://www.ubereats.com/new-york/food-delivery/naya-soho/p4UUBdwvSb-lXJvkx41Mfg,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10013', 'addressCountry': 'US', 'streetAddress': '30 Vandam Street'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '11:0', 'closes': '20:45'}]"
J&ampJ City Food - Harlem,new-york,"['Burgers', 'American', 'Sandwiches']",{},$,"{'@type': 'GeoCoordinates', 'latitude': 40.7950802, 'longitude': -73.9445124}",+19294007492,https://www.ubereats.com/new-york/food-delivery/j%26j-city-food-harlem/P0yBVLXyRTKg9ZH-9BKDDQ,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10029', 'addressCountry': 'US', 'streetAddress': '139 East 110th Street'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '11:0', 'closes': '23:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '18:0', 'closes': '23:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '11:0', 'closes': '23:0'}]"
Market Cafe,new-york,"['Pizza', 'American', 'Italian']",{},$,"{'@type': 'GeoCoordinates', 'latitude': 40.7523492, 'longitude': -73.975021}",+12126816300,https://www.ubereats.com/new-york/food-delivery/market-cafe/32mPATBaQhCINtY13oYptw,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10017', 'addressCountry': 'US', 'streetAddress': '425 Lexington Ave'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '5:0', 'closes': '17:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '6:0', 'closes': '17:0'}]"
Felice 15 Gold Street,new-york,"['Italian', 'Pasta', 'Steak', 'Desserts']",{},$$,"{'@type': 'GeoCoordinates', 'latitude': 40.7078815, 'longitude': -74.00712879999999}",+12127855950,https://www.ubereats.com/new-york/food-delivery/felice-15-gold-street/4OwtxTH2RHSpnKVWZRfr5w,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10038', 'addressCountry': 'US', 'streetAddress': '15 Gold St'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '17:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '17:0', 'closes': '22:0'}]"
McDonald's® - West Village (Varick &amp Downing St),new-york,"['American', 'Fast Food', 'Burgers']","{'@type': 'AggregateRating', 'ratingValue': 4.6, 'reviewCount': '154'}",$,"{'@type': 'GeoCoordinates', 'latitude': 40.728808, 'longitude': -74.005038}",+12122069991,https://www.ubereats.com/new-york/food-delivery/mcdonalds-west-village-varick-%26-downing-st/vzioEVUtRDSaZXyfswAwgQ,"{'@type': 'PostalAddress', 'addressLocality': 'NEW YORK', 'addressRegion': 'NY', 'postalCode': '10014', 'addressCountry': 'US', 'streetAddress': '208 VARRICK ST'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '7:0', 'closes': '10:29'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '10:30', 'closes': '16:59'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '17:0', 'closes': '22:15'}]"
Eat Greek,new-york,"['Greek', 'Mediterranean', 'Salads', 'Chicken', 'Eastern European']",{},$$,"{'@type': 'GeoCoordinates', 'latitude': 40.738693, 'longitude': -73.995519}",+12126918465,https://www.ubereats.com/new-york/food-delivery/eat-greek/gOVJsQN_QkStLkQSwQJRLg,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'New York', 'postalCode': '10011', 'addressCountry': 'US', 'streetAddress': '574 6th Ave'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '7:0', 'closes': '23:35'}]"
Highline Deli,new-york,"['Deli', 'Sandwich', 'Desserts']",{},$,"{'@type': 'GeoCoordinates', 'latitude': 40.715461, 'longitude': -73.993195}",+16466561780,https://www.ubereats.com/new-york/food-delivery/highline-deli/6CkZJSMHQi6o-gIWlWA08A,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'New York', 'postalCode': '10002', 'addressCountry': 'US', 'streetAddress': '83 Canal St'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '0:0', 'closes': '23:59'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '0:0', 'closes': '23:59'}]"
Canal pizza,new-york,"['Pizza', 'American', 'Italian', 'New American', 'Comfort Food', 'Sandwich', 'Salads', 'Burgers', 'Soul Food', 'Western']",{},$,"{'@type': 'GeoCoordinates', 'latitude': 40.7155652, 'longitude': -73.9934694}",+12122261404,https://www.ubereats.com/new-york/food-delivery/canal-pizza/GaXCYpKgTiufNY4I2RdXCw,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10002', 'addressCountry': 'US', 'streetAddress': '89 Canal St'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '10:30', 'closes': '20:0'}]"
Subway (250 BROADWAY),new-york,"['Fast Food', 'Sandwich', 'American']",{},$,"{'@type': 'GeoCoordinates', 'latitude': 40.713, 'longitude': -74.007817}",+12123462533,https://www.ubereats.com/new-york/food-delivery/subway-250-broadway/90jlvtaAT460LLlNoJoguw,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10007', 'addressCountry': 'US', 'streetAddress': '250 Broadway'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '9:0', 'closes': '17:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '9:0', 'closes': '16:30'}]"
Pressed Juicery- Union Square,new-york,"['Juice and Smoothies', 'Healthy', 'Vegetarian']",{},$,"{'@type': 'GeoCoordinates', 'latitude': 40.735795, 'longitude': -73.99250669999999}",+16466570841,https://www.ubereats.com/new-york/food-delivery/pressed-juicery-union-square/mEN4XUBiQzKfIyTKMfAT-w,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10003', 'addressCountry': 'US', 'streetAddress': '7 E 14th St'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '10:0', 'closes': '18:0'}]"
Certe,new-york,"['American', 'Breakfast and Brunch', 'Sandwich']",{},$,"{'@type': 'GeoCoordinates', 'latitude': 40.76196339999999, 'longitude': -73.97616839999999}",+12123972020,https://www.ubereats.com/new-york/food-delivery/certe/MnHRGtGLSbGTS406MIcuDA,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10019', 'addressCountry': 'US', 'streetAddress': '20 W 55th St'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '7:0', 'closes': '18:0'}]"
Dona Bella Pizza - Tribeca (Church St),new-york,"['Pizza', 'Fast Food', 'Sandwich']",{},$,"{'@type': 'GeoCoordinates', 'latitude': 40.715145, 'longitude': -74.007974}",+12123741130,https://www.ubereats.com/new-york/food-delivery/dona-bella-pizza-tribeca-church-st/7ttLIGu-TryZo3j_MMI6NA,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'New York', 'postalCode': '10007', 'addressCountry': 'US', 'streetAddress': '154 Church St'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '11:0', 'closes': '0:45'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '11:0', 'closes': '0:45'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '10:0', 'closes': '1:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '10:0', 'closes': '21:30'}]"
Thai Noodle House,new-york,"['Thai', 'Asian', 'Seafood', 'Noodles', 'Rice-bowls', 'Salads', 'Desserts']","{'@type': 'AggregateRating', 'ratingValue': 4.7, 'reviewCount': '161'}",$$,"{'@type': 'GeoCoordinates', 'latitude': 40.7649303, 'longitude': -73.9874335}",+19172614055,https://www.ubereats.com/new-york/food-delivery/thai-noodle-house/ThnMOXMfRtWya4teh1pVyw,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10019', 'addressCountry': 'US', 'streetAddress': '792 9th Ave'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '11:0', 'closes': '22:45'}]"
Abitino's Pizzeria (10th Ave),new-york,"['Pizza', 'American', 'Italian']",{},$,"{'@type': 'GeoCoordinates', 'latitude': 40.7645006, 'longitude': -73.99170990000002}",+12122451234,https://www.ubereats.com/new-york/food-delivery/abitinos-pizzeria-10th-ave/gOkvBln2QOC0NZqeEvw6yg,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10019', 'addressCountry': 'US', 'streetAddress': '730 10th Avenue'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '10:15', 'closes': '22:0'}]"
Sophie's Cuban Cuisine - 45th Street,new-york,"['Cuban', 'Sandwich', 'Salads']",{},$,"{'@type': 'GeoCoordinates', 'latitude': 40.7560812, 'longitude': -73.9804327}",+12123021211,https://www.ubereats.com/new-york/food-delivery/sophies-cuban-cuisine-45th-street/VGjFOFiWQ76sXMWw856U3A,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10036', 'addressCountry': 'US', 'streetAddress': '21 W 45th St'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '10:30', 'closes': '20:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '12:0', 'closes': '20:0'}]"
